,TStatistic,PValue,PValCorr,RejectionCorr,F_C
SLC9A1,-1.3393438267490538,0.18739524879545885,1.0,False,1.0975363470412727
WDTC1,0.534332066565219,0.5962571548701313,1.0,False,1.0374934092223942
TMEM222,-0.7193349782057737,0.47609414004729944,1.0,False,1.041553131594886
LOC644961,0.38189468316869485,0.7044696540857849,1.0,False,1.0399676001827642
SYTL1,-0.4685452117715525,0.6417129093392866,1.0,False,1.0328375214706629
MAP3K6,0.5237941141981377,0.6030178381969313,1.0,False,1.03074849615272
FCN3,0.7231789790754182,0.4734014412324672,1.0,False,1.0701497418365364
CD164L2,6.577400116897732,7.929913580079887e-08,0.00022049986467573708,True,2.021639769068566
GPR3,1.9693957271811737,0.0567295919115179,1.0,False,1.2342456236566057
WASF2,0.4465127260768968,0.6575950922489114,1.0,False,1.0312558256753275
AHDC1,3.079797660393412,0.003919996131195666,0.37188150804881687,False,1.216577522270456
FGR,-1.7267390529622122,0.09114301495873119,1.0,False,1.162007013503304
IFI6,-3.4548862633303914,0.002022028718050903,0.23536061468938607,False,2.2526699394201324
FAM76A,0.4506132670625697,0.6550913999550715,1.0,False,1.0598037276709384
STX12,1.6212196663179956,0.11195842257624998,1.0,False,1.1672409773908285
PPP1R8,0.155838627466735,0.8768578282120834,1.0,False,1.014209904763846
SCARNA1,1.1894720214425838,0.24352886605729232,1.0,False,1.3626044907908368
C1orf38,-1.510935474154491,0.13959865528786564,1.0,False,1.1935297057628635
RPA2,-0.028955535170572217,0.9770478772524627,1.0,False,1.001713089199301
SMPDL3B,-0.5561313245770161,0.5808804368592608,1.0,False,1.058490041255407
XKR8,-0.2712169720919864,0.7874718196980297,1.0,False,1.021775874684853
EYA3,0.07003317176729772,0.9444775697133312,1.0,False,1.005491738080862
LOC653566,-1.7399288095002,0.0887134646616481,1.0,False,1.3119672342594766
PTAFR,-2.3212500336105064,0.025752605161263233,1.0,False,1.2632248906100687
DNAJC8,-0.4167535059273408,0.6788702947953349,1.0,False,1.0522712631359696
ATPIF1,-1.1876841551048334,0.24182918070024942,1.0,False,1.1105873737249508
SESN2,-0.8543037280535167,0.39761487668669016,1.0,False,1.0568252260378683
MED18,-1.3740964308991965,0.1766775425439519,1.0,False,1.1770606661803802
PHACTR4,0.3323004817392218,0.7412261118245024,1.0,False,1.031611435138292
RCC1,-2.013366241036976,0.0514776946257909,1.0,False,1.1217267864807425
TRNAU1AP,-0.9587669870454564,0.3428085307654414,1.0,False,1.0614256647210718
SNHG12,-1.3679307352536891,0.1785012552461783,1.0,False,1.103683360884127
SNORD99,0.7622701599427194,0.450220642952165,1.0,False,1.1221716163137754
SNORA44,-0.23034930000534073,0.8194842335173552,1.0,False,1.0748343369068647
SNORA16A,0.4700822318111492,0.6414600386076919,1.0,False,1.1342552825882684
