,TStatistic,PValue,PValCorr,RejectionCorr,F_C
MED18,0.17605936014424273,0.8610201267899665,1.0,False,1.0219834895263873
PHACTR4,0.3578881064515858,0.7221806284556886,1.0,False,1.0285704272486096
RCC1,-1.8459367698022204,0.07304321050386525,1.0,False,1.1099942232839985
TRNAU1AP,-1.343780985921365,0.18569164658689777,1.0,False,1.0821457300066502
SNHG12,0.03270767078103228,0.9740501017752848,1.0,False,1.0026414233310277
SNORD99,-0.5672143371415764,0.5733367587097833,1.0,False,1.0862402493858756
SNORA44,-0.9406030542496755,0.35542551793322574,1.0,False,1.3871236344778277
SNORA16A,-0.16362164199019577,0.8707491508724755,1.0,False,1.0301818903317568
TAF12,-0.7529747656078201,0.4554182894628528,1.0,False,1.081637452342491
RNU11,0.8858691483424809,0.38056491431470096,1.0,False,1.1507256328648856
GMEB1,-0.31665637886919673,0.7529423663365353,1.0,False,1.0385691003802768
